Title,Time,NormalisedTS,Party A,Party B,"Outcome (A, B,  inconclusive)"
Captain America: Civil War,101.58,0.691,Vision,Scarlet Witch,Scarlet Witch
Captain America: Civil War,101.8,0.6925,War Machine,Scarlet Witch,War Machine
Captain America: Civil War,102.07,0.6944,Black Widow,Black Panther,Black Widow
Captain America: Civil War,102.27,0.6957,Spider-Man,Ant-Man,inconclusive
Captain America: Civil War,102.63,0.6982,Spider-Man,Ant-Man,Spider-Man
Captain America: Civil War,103.63,0.705,Black Widow,Black Panther,Black Widow
Captain America: Civil War,104.43,0.7104,Falcon,War Machine,Falcon
Captain America: Civil War,104.58,0.7114,Vision,Falcon,Falcon
Captain America: Civil War,104.58,0.7114,Vision,War Machine,Vision
Captain America: Civil War,105.43,0.7172,Iron Man,Falcon,Iron Man
Captain America: Civil War,121.45,0.8262,Zemo,Iron Man,Zemo
Captain America: Civil War,123.27,0.8386,Iron Man,Captain America,Iron Man
Captain America: Civil War,123.35,0.8391,The Winter Soldier,Iron Man,Iron Man
Captain America: Civil War,123.47,0.8399,Captain America,Iron Man,Captain America
Captain America: Civil War,123.52,0.8403,Captain America,Iron Man,Captain America
Captain America: Civil War,123.55,0.8405,Iron Man,Captain America,Iron Man
Captain America: Civil War,123.58,0.8407,Iron Man,Captain America,Iron Man
Captain America: Civil War,123.62,0.841,The Winter Soldier,Iron Man,Iron Man
Captain America: Civil War,123.67,0.8413,The Winter Soldier,Iron Man,The Winter Soldier
Captain America: Civil War,124.33,0.8458,Captain America,Iron Man,Captain America
Captain America: Civil War,124.68,0.8482,Iron Man,The Winter Soldier,Iron Man
Captain America: Civil War,124.75,0.8486,Captain America,Iron Man,Captain America
Captain America: Civil War,125.02,0.8505,Captain America,Iron Man,Captain America
Captain America: Civil War,125.17,0.8515,Captain America,Iron Man,inconclusive
Captain America: Civil War,125.43,0.8533,Iron Man,The Winter Soldier,Iron Man
Captain America: Civil War,125.57,0.8542,The Winter Soldier,Iron Man,Iron Man
Captain America: Civil War,125.72,0.8552,Captain America,Iron Man,inconclusive
Captain America: Civil War,126.25,0.8588,Iron Man,Captain America,Iron Man
Captain America: Civil War,126.37,0.8597,The Winter Soldier,Iron Man,The Winter Soldier
Captain America: Civil War,126.43,0.8601,The Winter Soldier,Iron Man,The Winter Soldier
Captain America: Civil War,126.43,0.8601,Captain America,Iron Man,Captain America
Captain America: Civil War,126.52,0.8607,Iron Man,Captain America,Iron Man
Captain America: Civil War,126.65,0.8616,The Winter Soldier,Iron Man,The Winter Soldier
Captain America: Civil War,126.88,0.8631,The Winter Soldier,Iron Man,The Winter Soldier
Captain America: Civil War,127.0,0.8639,Iron Man,The Winter Soldier,Iron Man
Captain America: Civil War,127.13,0.8648,Captain America,Iron Man,inconclusive
Captain America: Civil War,128.7,0.8755,Captain America,Iron Man,Captain America
Captain America: Civil War,129.4,0.8803,Black Panther,Zemo,Black Panther
Captain America: Civil War,129.58,0.8815,Captain America,Iron Man,Captain America
Captain America: Civil War,129.7,0.8823,Captain America,Iron Man,Captain America
Captain America: Civil War,129.78,0.8829,Captain America,Iron Man,Iron Man
Captain America: Civil War,129.83,0.8832,Captain America,Iron Man,Iron Man
Captain America: Civil War,129.92,0.8838,Captain America,Iron Man,Iron Man
Captain America: Civil War,130.12,0.8852,Captain America,Iron Man,Iron Man
Captain America: Civil War,130.55,0.8881,The Winter Soldier,Iron Man,The Winter Soldier
Captain America: Civil War,130.62,0.8886,Captain America,Iron Man,Captain America
Captain America: Civil War,130.75,0.8895,Captain America,Iron Man,Captain America
